,Age,Gender,Location,Occupation,Income Bracket,Credit Score,Channel,Device Type,Loans Accessed,Savings Accessed,Monthly Avg Balance,Loans Taken,Repayment Misses,Overdraft Events,Failed Payments,Current Plan,Payment Mode,Tickets Raised,Resolution Time (hrs),Sentiment Score,Survey Feedback,Churned,Onboarding Year,Onboarding Month,Customer Tenuer Year,Total Logins,Support Intensity
8803,57,Male,East,Self-employed,Low,416,Agent,Android,3,1,44289.41241,1,1,5,0,Silver,Manual,0.0,196.1862079,0.436522128,Bad,1,2011,5,14,17.0,0.0
8804,65,Male,West,Retired,Low,464,Agent,Web,0,1,36813.01697,1,1,2,0,Basic,Manual,1.0,73.38961214,0.692376092,Neutral,0,2014,6,11,17.0,0.013625906594142685
8805,54,Female,West,Retired,High,473,Agent,iOS,4,1,48177.49756,3,1,1,0,Basic,Auto,3.0,467.5608127,0.495761214,Good,1,2013,12,12,13.0,0.006416277665949057
8806,38,Other,South,Retired,Low,454,Agent,Web,2,1,48131.763028208115,4,0,3,0,Platinum,Auto,4.0,7.033878561,0.451064408,Bad,0,2017,11,8,16.0,0.5686762950640598
8807,50,Female,East,Salaried,Low,809,Online,Android,1,1,25374.53727,2,0,3,0,Gold,Manual,3.0,16.08488578,0.586173411,Good,0,2014,1,11,16.0,0.1865104944500265
8808,34,Male,South,Retired,Medium,609,Branch,Android,1,1,26079.18876,0,1,3,1,Silver,Manual,3.0,25.91079959,0.363694198,Bad,0,2017,3,8,17.0,0.11578183797762144
8809,46,Male,East,Salaried,High,533,Online,Android,1,1,47160.18313,2,0,0,0,Basic,Auto,1.0,86.59558714,1.186272854,Neutral,0,2021,12,4,19.0,0.011547932556693558
8810,57,Female,East,Student,Medium,650,Agent,Web,0,1,70511.44791,1,1,1,1,Silver,Auto,4.0,21.02912753,0.570025499,Bad,0,2014,5,11,23.0,0.1902123611307045
8811,27,Male,North,Student,High,461,Online,Web,1,1,22700.69957,1,0,3,0,Basic,Manual,1.0,121.3175658,0.449554149,Neutral,0,2013,10,12,22.0,0.008242829415556902
8813,64,Female,West,Student,High,426,Branch,Web,1,1,34902.43351,1,1,3,0,Basic,Auto,2.0,14.10949932,0.588558729,Bad,0,2017,7,8,16.0,0.1417484741761907
8814,69,Other,West,Student,Medium,393,Branch,iOS,0,1,15448.49721,1,0,1,0,Silver,Manual,3.0,375.278518,0.876861851,Good,0,2020,1,5,23.0,0.007994062692392107
8815,30,Other,West,Self-employed,Low,745,Branch,Web,0,1,69133.19104,2,1,3,0,Platinum,Auto,0.0,2.644812079,0.515957699,Bad,0,2019,4,6,14.0,0.0
8816,44,Female,North,Salaried,Medium,388,Online,Web,0,1,61358.85861,0,1,3,1,Basic,Auto,3.0,12.86089056,0.352052394,Neutral,0,2014,6,11,21.0,0.2332653392861155
8817,27,Female,South,Salaried,Medium,687,Branch,Android,4,1,71502.94729,1,0,1,0,Platinum,Manual,0.0,10.50850539,0.442575207,Good,0,2016,6,9,18.0,0.0
8818,49,Male,West,Salaried,High,548,Agent,Web,0,1,29695.92454,1,1,0,1,Gold,Auto,1.0,22.29231677,0.27215029,Good,0,2012,1,13,19.0,0.04485850485247703
8819,58,Male,West,Self-employed,Low,480,Branch,Android,1,1,33358.5179,0,1,1,0,Silver,Auto,0.0,122.5269255,0.735325925,Good,0,2018,5,7,15.0,0.0
8820,62,Female,South,Salaried,Medium,360,Online,Web,1,1,48708.46271,0,2,1,0,Silver,Auto,1.0,71.73072198,0.09107506,Good,0,2019,6,6,23.0,0.013941027950043785
8821,20,Female,North,Student,Medium,446,Branch,Web,3,1,44647.62885,2,0,5,1,Gold,Auto,5.0,20.13259977,0.230936885,Good,1,2014,3,11,17.0,0.2483534196835623
8822,39,Male,East,Retired,High,580,Branch,Web,1,1,54285.01612,0,0,0,0,Silver,Auto,3.0,27.23531627,0.224782312,Bad,0,2018,3,7,20.0,0.11015109831144253
8823,44,Male,South,Self-employed,Medium,411,Online,Web,1,1,30166.51498,1,2,2,0,Basic,Manual,1.0,44.92440963,0.953996291,Good,0,2016,10,9,20.0,0.022259613609528918
8824,20,Male,East,Self-employed,Low,596,Online,Web,2,1,51162.80435,2,1,3,1,Basic,Manual,2.0,94.91111234,0.052574969,Neutral,1,2016,6,9,10.0,0.021072348123319866
8825,50,Female,East,Salaried,Low,416,Online,Android,1,1,31015.58751,1,0,5,0,Silver,Manual,1.0,32.31812753,0.950098181,Good,0,2012,2,13,19.0,0.030942386716920046
8826,19,Female,East,Retired,High,326,Agent,Web,3,1,54119.06156,0,0,2,0,Platinum,Auto,1.0,91.73472027,0.514146873,Good,0,2019,3,6,16.0,0.01090099797608507
8827,28,Male,South,Retired,Medium,731,Branch,iOS,1,1,43553.72835,1,1,1,0,Basic,Auto,2.0,106.4139877,0.252168997,Neutral,0,2021,10,4,23.0,0.018794521690497647
8828,63,Other,South,Retired,High,610,Agent,iOS,1,1,67594.51579,0,1,1,1,Basic,Auto,3.0,32.12779488,0.269085595,Neutral,0,2011,11,14,25.0,0.09337709018640247
8829,27,Other,East,Student,High,689,Agent,Web,2,1,78964.03485,0,1,2,1,Basic,Manual,2.0,3.114233365,0.018109214,Bad,0,2013,9,12,22.0,0.642212630073726
8830,56,Male,North,Retired,Medium,761,Online,Android,1,1,54887.19968,1,1,1,0,Basic,Manual,2.0,4.047400639,0.828292562,Neutral,0,2012,8,13,23.0,0.49414431097538797
8831,50,Female,North,Salaried,Low,305,Agent,Web,0,1,67013.48322,0,0,2,0,Silver,Auto,0.0,34.61604548,0.392808958,Bad,0,2018,2,7,27.0,0.0
8832,24,Female,North,Student,High,829,Branch,Web,1,1,22891.9871,1,2,3,0,Gold,Auto,3.0,86.87156585,0.624040672,Neutral,0,2021,12,4,25.0,0.03453373921197715
8833,32,Other,West,Retired,Low,458,Online,Android,0,1,49073.49358,0,0,3,0,Silver,Auto,1.0,18.44977336,0.334454795,Good,0,2013,2,12,26.0,0.05420120781364439
8834,43,Male,East,Salaried,Low,607,Agent,iOS,1,1,22286.03947,5,1,5,0,Basic,Auto,2.0,124.5420592,0.393120285,Neutral,1,2012,8,13,15.0,0.016058831954819646
8835,28,Other,West,Student,Medium,494,Branch,iOS,1,1,35581.83693,3,0,0,0,Silver,Auto,0.0,13.41452367,0.277138357,Good,0,2014,2,11,17.0,0.0
8836,55,Other,North,Student,Medium,778,Branch,iOS,0,1,40562.08716,2,1,0,0,Silver,Manual,4.0,6.793074736,0.976699193,Bad,0,2013,12,12,21.400753212228622,0.5888349761267812
8837,44,Male,South,Retired,Low,529,Branch,iOS,1,1,64187.30084,2,1,4,0,Gold,Auto,1.0,50.50186652,0.631836094,Neutral,0,2012,8,13,15.0,0.019801248328197435
8838,56,Other,North,Student,Low,805,Agent,iOS,4,1,48131.763028208115,1,1,2,0,Gold,Manual,2.0,20.66610738,0.356513913,Neutral,1,2013,4,12,12.0,0.09677681254746291
8839,24,Female,West,Self-employed,Low,636,Online,iOS,1,1,60907.38958,0,1,2,0,Platinum,Auto,4.0,34.64264273,0.507682003,Good,0,2017,7,8,23.0,0.11546463216375988
8840,18,Other,West,Salaried,High,432,Online,iOS,0,1,44958.57619,1,2,1,0,Basic,Manual,2.0,63.81319134,0.525777423,Good,0,2013,9,12,26.0,0.03134148219204233
8841,27,Male,North,Retired,Low,458,Branch,Android,6,1,28153.69777,3,0,5,1,Basic,Manual,1.0,173.8549107,0.415898991,Good,1,2016,2,9,18.0,0.005751922657655479
8842,38,Female,East,Salaried,High,571,Online,iOS,2,1,44584.65603,1,0,1,0,Silver,Auto,0.0,67.16455512,0.083971945,Good,0,2018,11,7,14.0,0.0
8843,32,Female,South,Salaried,Medium,832,Online,Android,4,1,18979.80031,2,1,0,0,Gold,Auto,2.0,102.1258885,0.292404203,Good,1,2012,12,13,19.0,0.019583672948901686
8844,47,Other,South,Self-employed,Medium,594,Online,Web,1,1,33020.41847,1,0,3,0,Silver,Manual,2.0,12.30742041,0.099391332,Bad,0,2018,6,7,23.0,0.16250358997852743
8845,47,Female,North,Student,Low,629,Online,iOS,0,1,64380.40119,0,2,2,0,Gold,Manual,3.0,61.13541235,1.025819009,Bad,0,2021,1,4,19.0,0.049071395524823015
8846,25,Male,East,Self-employed,Medium,580,Agent,Android,0,1,48131.763028208115,1,0,3,0,Basic,Auto,2.0,37.52772936,0.098004724,Neutral,1,2018,3,7,10.0,0.05329392516169009
8848,36,Female,North,Student,High,363,Online,iOS,0,1,58103.92627,2,0,3,0,Basic,Auto,3.0,11.68344214,0.442505903,Good,0,2013,3,12,16.0,0.25677364290863
8849,20,Male,South,Retired,Low,658,Agent,Android,0,1,67430.6992,4,1,0,1,Silver,Auto,2.0,8.035404447,0.555487256,Good,0,2012,6,13,18.400753212228622,0.24889848584369584
8850,32,Other,South,Salaried,Medium,528,Online,iOS,1,1,26150.30279,2,1,4,0,Basic,Manual,2.0,88.81448525,0.321669068,Neutral,1,2015,1,10,13.0,0.022518849198644653
8851,53,Male,South,Retired,Low,546,Online,Web,1,1,64232.06951,0,2,1,0,Platinum,Manual,0.0,6.615635684,0.671865888,Neutral,0,2018,9,7,22.0,0.0
8852,23,Female,East,Retired,Medium,391,Online,Web,3,1,55951.41825,1,0,2,0,Platinum,Auto,2.0,17.09859296,0.834078884,Bad,0,2021,4,4,16.0,0.1169686888668996
8853,59,Other,North,Self-employed,High,300,Branch,Web,1,1,49593.79286,3,0,3,1,Silver,Manual,2.0,138.3736429,0.556478548,Bad,0,2012,3,13,24.0,0.014453619620648147
8854,67,Other,East,Student,Medium,614,Agent,Android,0,1,21990.36833,1,0,1,0,Platinum,Manual,3.0,4.903482421,0.489019863,Neutral,0,2018,8,7,26.0,0.6118100856550415
8855,65,Female,South,Student,Medium,590,Online,iOS,0,1,45792.20853,0,1,0,0,Platinum,Auto,1.0,5.736831742,0.893553027,Good,0,2016,4,9,20.0,0.17431224149017407
8857,55,Female,South,Student,Medium,539,Agent,Android,1,1,41998.19883,1,1,4,0,Silver,Manual,0.0,31.05273739,0.504628414,Neutral,0,2020,6,5,25.0,0.0
8858,36,Other,North,Retired,Medium,780,Online,iOS,0,1,53987.98033,0,1,0,0,Basic,Manual,2.0,57.33575395,0.521742116,Neutral,0,2017,4,8,22.0,0.03488224819968553
8859,66,Other,South,Student,Medium,571,Agent,Android,0,1,47361.98148,1,2,3,0,Basic,Auto,0.0,0.667591106,0.467678703,Bad,0,2021,1,4,24.0,0.0
8860,67,Female,West,Student,Low,816,Branch,iOS,3,1,39604.24146,2,1,2,0,Silver,Manual,2.0,36.20049804,0.729333331,Bad,0,2019,8,6,19.0,0.055247858683880144
8861,47,Male,West,Retired,High,613,Agent,Android,3,1,58212.04219,1,0,1,1,Silver,Manual,2.0,66.1008982,0.626929243,Neutral,1,2014,11,11,16.0,0.0302567749374395
8862,30,Female,North,Salaried,Low,438,Online,Android,1,1,11097.449,3,1,2,0,Basic,Auto,3.0,79.6362863,0.427793472,Bad,1,2018,1,7,17.0,0.03767126945998737
8864,69,Male,East,Retired,Low,626,Branch,iOS,1,1,42603.24778,1,0,1,0,Platinum,Auto,3.0,111.7608627,-0.45658453,Good,0,2015,12,10,18.0,0.026843028297418466
8865,29,Other,East,Student,High,420,Online,Android,0,1,25707.49067,0,0,0,0,Silver,Manual,3.0,29.50265413,1.071539891,Bad,0,2014,10,11,18.400753212228622,0.10168576653411758
8866,51,Male,South,Student,High,691,Branch,Web,0,1,37221.29745,1,2,1,0,Gold,Auto,1.0,156.3392219,0.865704155,Good,0,2017,8,8,16.0,0.006396347556594817
8867,29,Other,West,Salaried,Low,764,Agent,Web,0,1,33836.5569,1,1,1,0,Gold,Auto,1.0,0.144797863,0.539642387,Bad,0,2018,10,7,20.0,6.906179271444082
8868,61,Male,North,Salaried,Low,476,Agent,iOS,3,1,51405.84555,2,0,2,0,Platinum,Auto,2.0,2.376881614,0.5238023,Bad,0,2017,10,8,18.0,0.841438626231891
8869,41,Male,East,Salaried,High,663,Agent,iOS,1,1,44840.91098,0,0,0,1,Gold,Manual,3.0,11.28499845,0.507027911,Bad,0,2015,1,10,11.0,0.26583964661510434
8870,21,Other,East,Self-employed,Medium,797,Online,Android,2,1,45186.52243,3,1,5,0,Platinum,Auto,5.0,21.34591759,0.482143047,Neutral,1,2021,8,4,19.0,0.23423682673366866
8871,53,Male,North,Salaried,High,460,Online,Android,2,1,66474.6734,2,0,1,0,Gold,Manual,3.0,6.355378657,0.504348022,Neutral,0,2017,5,8,21.0,0.4720411106733526
8872,67,Female,South,Student,Medium,849,Branch,Android,0,1,58626.31968,1,1,1,0,Silver,Manual,3.0,1.832739137,0.252802483,Good,0,2015,9,10,21.0,1.6368941653697004
8873,65,Male,East,Salaried,High,634,Agent,iOS,2,1,52870.8858,3,1,2,0,Gold,Auto,3.0,12.59261716,0.809656438,Good,0,2012,8,13,15.0,0.23823482933550885
8874,31,Other,South,Student,Medium,349,Branch,Web,4,1,35422.22589,2,1,3,0,Silver,Auto,2.0,30.72296503,0.81607002,Bad,1,2016,6,9,14.0,0.06509788355541411
8875,34,Other,South,Student,Low,388,Branch,Web,0,1,76671.99038,1,0,1,0,Basic,Auto,3.0,31.88427403,0.577579224,Bad,0,2019,2,6,19.0,0.09409027149802099
8876,66,Female,South,Student,Low,524,Online,Web,2,1,56907.54467,1,0,4,1,Basic,Manual,1.0,1.621001015,0.33994845,Bad,0,2018,2,7,22.0,0.6169027599282533
8877,20,Male,East,Salaried,Medium,685,Agent,Web,2,1,63800.02466,1,0,1,1,Basic,Manual,4.0,25.37369571,0.916165532,Good,0,2016,1,9,23.0,0.15764357095303086
8878,55,Female,East,Salaried,Medium,466,Branch,Android,2,1,51009.72448,0,1,2,0,Platinum,Manual,3.0,79.36451196,0.475854585,Good,0,2013,1,12,25.0,0.03780027024562327
8879,40,Male,North,Retired,Medium,636,Agent,iOS,3,1,76593.77093,2,1,2,1,Platinum,Manual,2.0,17.99737511,1.167605447,Good,0,2020,4,5,18.0,0.11112731649898917
8880,30,Female,North,Salaried,Medium,734,Online,Android,0,1,67402.91383,1,0,3,0,Platinum,Auto,2.0,10.89928448,0.490752903,Bad,0,2021,8,4,22.0,0.18349828410020544
8881,26,Other,South,Salaried,Low,821,Agent,iOS,0,1,66545.48948,1,1,1,1,Gold,Auto,2.0,269.7399508,0.679684061,Bad,0,2011,8,14,19.400753212228622,0.007414548694282628
8882,38,Other,East,Salaried,High,547,Branch,Web,2,1,35398.38737,3,1,3,0,Gold,Manual,1.0,36.25635485,0.541398312,Bad,0,2013,10,12,29.0,0.027581371710896082
8883,58,Female,South,Self-employed,Low,343,Branch,Web,1,1,35524.96557,0,0,3,0,Silver,Manual,0.0,114.4469125,0.281635931,Neutral,0,2020,5,5,23.0,0.0
8884,25,Male,North,Salaried,High,786,Agent,iOS,0,1,61486.18007,1,0,2,0,Gold,Manual,6.0,5.120242282,0.450955983,Neutral,1,2021,4,4,18.0,1.171819548675021
8885,34,Male,South,Self-employed,Low,776,Agent,Android,3,1,68070.81102,0,0,4,0,Basic,Manual,1.0,56.14574576,0.537532362,Neutral,0,2014,6,11,17.0,0.017810788448239502
8886,33,Other,West,Student,Medium,408,Agent,iOS,3,1,65424.5129,1,1,2,0,Basic,Manual,0.0,22.13899193,0.239981472,Neutral,0,2014,9,11,19.0,0.0
8887,33,Male,South,Student,Low,369,Branch,iOS,1,1,16122.50771,1,0,1,0,Silver,Manual,1.0,17.36426697,0.291524313,Neutral,0,2017,6,8,15.0,0.057589531520546536
8888,45,Female,East,Student,Low,842,Branch,iOS,1,1,34071.21339,1,1,0,0,Silver,Auto,0.0,18.74227233,0.656200223,Good,0,2019,9,6,12.0,0.0
8889,68,Female,South,Student,Medium,408,Branch,Web,1,1,45383.35801,2,1,4,1,Gold,Manual,3.0,63.71467559,0.62848869,Bad,0,2021,1,4,20.0,0.04708491367522319
8890,33,Male,South,Self-employed,Medium,849,Agent,Web,1,1,75045.26971,0,0,1,0,Gold,Auto,0.0,15.95436162,0.636116653,Bad,0,2019,8,6,12.0,0.0
8891,63,Other,East,Self-employed,Low,563,Branch,iOS,1,1,42311.1397,2,0,4,0,Platinum,Auto,3.0,42.13205937,0.595347052,Bad,1,2014,4,11,16.0,0.07120468462398827
8892,69,Other,West,Student,Low,589,Agent,iOS,4,1,15976.59584,3,0,2,0,Basic,Manual,3.0,11.05038047,0.195429503,Bad,1,2018,10,7,14.0,0.27148386502568994
8893,63,Other,East,Salaried,High,444,Branch,Web,0,1,23232.06938,3,0,3,0,Silver,Manual,3.0,29.00889274,-0.389234079,Good,0,2015,6,10,22.0,0.10341656356512144
8894,31,Other,North,Student,High,828,Branch,iOS,1,1,41833.64861,0,0,0,0,Platinum,Auto,1.0,31.63850118,0.514066816,Good,0,2020,2,5,15.0,0.0316070598386039
8895,63,Other,West,Student,Low,393,Agent,Web,0,1,47987.77763,3,1,4,0,Silver,Auto,2.0,97.66456333,-0.230689834,Bad,0,2020,8,5,23.0,0.020478256716739474
8897,55,Male,East,Student,Medium,360,Branch,iOS,0,1,43881.0449,0,0,2,0,Gold,Auto,3.0,11.45017159,0.468454607,Bad,0,2013,10,12,27.0,0.26200480721354846
8898,37,Female,South,Self-employed,Low,836,Online,Android,0,1,28798.891,1,1,2,0,Silver,Auto,2.0,29.65434615,0.770042663,Good,0,2019,10,6,22.0,0.06744373960846883
8899,62,Other,North,Retired,Low,377,Branch,Android,1,1,33542.16581,8,0,1,0,Platinum,Manual,2.0,25.31489597,0.716708501,Bad,1,2021,9,4,15.0,0.07900486742549312
8900,65,Other,North,Self-employed,High,838,Branch,Web,1,1,32664.51104,1,0,2,0,Gold,Manual,1.0,1.022252126,-0.120503471,Neutral,0,2016,10,9,20.0,0.9782322526566211
8901,58,Male,West,Student,Low,730,Branch,Android,3,1,39865.56752,2,1,5,0,Silver,Auto,4.0,2.307394631,0.74382539,Bad,1,2019,7,6,14.0,1.7335569504495392
8902,51,Male,North,Salaried,Low,398,Agent,Web,3,1,42283.24164,1,0,3,0,Platinum,Manual,2.0,47.43544283,0.776937066,Neutral,0,2017,9,8,21.0,0.04216256623064817
8903,46,Male,West,Self-employed,Medium,839,Branch,iOS,0,1,50187.11772,1,0,0,1,Silver,Auto,4.0,2.560246722,-0.089048154,Bad,0,2011,3,14,23.0,1.5623494273533534
8904,20,Female,West,Self-employed,Low,614,Online,Web,2,1,60025.73416,1,0,3,0,Basic,Manual,2.0,127.1981135,0.645964957,Good,0,2019,4,6,24.0,0.015723503635138424
8905,27,Male,North,Self-employed,High,522,Branch,Web,1,1,55126.28704,0,0,3,0,Platinum,Auto,1.0,109.3073505,0.360846531,Bad,0,2018,5,7,17.0,0.00914851558862
8906,37,Female,West,Student,Medium,488,Branch,iOS,0,1,58514.45677,0,0,2,1,Silver,Auto,4.0,47.90883549,0.573524871,Good,0,2014,4,11,19.0,0.0834919062233295
8907,19,Other,South,Student,High,604,Branch,Web,0,1,74044.12514,3,1,3,0,Basic,Manual,1.0,11.4275276,0.422250248,Good,0,2013,8,12,23.0,0.08750799254249887
8908,44,Female,West,Self-employed,Low,655,Agent,Android,2,1,66824.86579,1,1,2,0,Silver,Manual,4.0,3.556863313,0.122218697,Bad,0,2018,7,7,23.0,1.1245863695071938
8909,49,Male,South,Salaried,High,779,Agent,Web,2,1,26180.30442,1,0,2,0,Basic,Auto,5.0,19.95775743,0.502152963,Bad,1,2014,5,11,11.0,0.25052914975728313
8911,57,Female,South,Salaried,Medium,775,Agent,Web,2,1,55865.13311,2,1,2,0,Gold,Manual,1.0,67.44360847,1.117894386,Neutral,0,2012,10,13,18.0,0.014827201905200788
8912,34,Female,North,Retired,Low,413,Branch,iOS,1,1,38198.09439,0,0,2,0,Silver,Manual,4.0,6.749849429,0.525867451,Neutral,1,2018,5,7,20.0,0.5926058117406933
8913,50,Male,South,Salaried,Medium,625,Agent,Web,0,1,33265.09032,2,1,2,0,Gold,Manual,3.0,107.6244842,0.882050734,Good,0,2012,10,13,26.0,0.027874698051282277
8914,23,Female,North,Student,Low,831,Agent,Android,0,1,59827.92423,1,0,2,0,Silver,Auto,2.0,21.04170029,0.044457753,Good,0,2017,12,8,20.0,0.09504935306727534
8915,56,Male,East,Self-employed,Medium,529,Branch,Web,2,1,44936.58577,5,1,1,0,Silver,Auto,3.0,16.37517025,0.446639881,Bad,0,2011,7,14,25.0,0.18320420210592925
8916,64,Female,South,Retired,Low,687,Branch,Android,3,1,64880.94692,1,2,1,1,Basic,Auto,3.0,35.58825978,0.522860326,Good,0,2013,11,12,19.0,0.08429746266171602
8918,26,Female,East,Self-employed,Low,375,Branch,Android,0,1,44344.50338,0,1,1,0,Platinum,Manual,0.0,12.99957552,0.277009841,Good,0,2012,12,13,26.0,0.0
8919,25,Male,East,Retired,Medium,564,Agent,iOS,0,1,14925.25986,0,1,1,1,Basic,Manual,1.0,129.3048617,0.254569796,Neutral,0,2020,3,5,28.0,0.007733661262637582
8920,42,Male,South,Salaried,High,614,Agent,Web,1,1,47836.46543,0,0,4,1,Silver,Manual,2.0,127.7966975,0.947580745,Bad,0,2015,9,10,17.0,0.015649856679590644
8921,48,Male,North,Self-employed,Medium,814,Branch,Android,0,1,38477.83489,0,0,4,0,Platinum,Auto,1.0,193.4435832,0.651110923,Neutral,0,2016,10,9,27.0,0.005169465864195179
8922,59,Other,East,Retired,High,822,Online,Android,2,1,51206.52978,0,1,7,0,Silver,Auto,5.0,72.20878878,0.051391272,Bad,0,2013,1,12,25.0,0.06924364865381695
8924,37,Female,East,Salaried,High,668,Online,Android,3,1,89043.38539,0,0,0,0,Silver,Auto,1.0,15.25619936,0.186887591,Neutral,0,2020,2,5,16.0,0.06554712457559285
8925,45,Other,East,Salaried,Low,381,Online,iOS,0,1,49583.87765,2,0,2,0,Silver,Auto,0.0,25.54903773,0.885053357,Neutral,0,2020,1,5,20.0,0.0
8926,57,Male,South,Retired,High,529,Agent,Android,0,1,40350.86658,0,1,1,0,Silver,Auto,5.0,22.57198547,-0.325230162,Good,0,2018,1,7,13.0,0.22151352200033114
8927,18,Male,West,Salaried,Low,597,Agent,Web,1,1,69482.79117,0,0,2,0,Platinum,Manual,2.0,31.58014064,0.527911509,Bad,0,2017,3,8,20.0,0.06333094025131612
8928,57,Other,West,Self-employed,High,580,Branch,Web,1,1,46789.87315,0,0,2,0,Silver,Manual,1.0,63.25405841,0.080342909,Neutral,0,2018,9,7,19.0,0.01580926228508853
8929,61,Other,West,Salaried,Low,767,Branch,Web,0,1,31826.39751,2,0,3,0,Gold,Auto,5.0,134.2844613,0.096923646,Bad,1,2016,2,9,10.0,0.03723438997777772
8930,40,Male,East,Salaried,High,829,Online,Web,3,1,54507.07615,1,0,3,0,Platinum,Manual,1.0,56.79233991,0.384790331,Bad,0,2020,11,5,20.0,0.017608008431854026
8931,64,Other,North,Self-employed,Medium,707,Online,Android,1,1,67160.82944,1,0,3,1,Silver,Manual,2.0,26.26942595,0.34245744,Bad,0,2011,12,14,17.400753212228622,0.07613413417585549
8932,30,Female,North,Self-employed,Low,522,Agent,Android,1,1,53018.49638,0,0,3,1,Platinum,Manual,1.0,29.24783274,0.227310123,Neutral,0,2021,6,4,14.400753212228622,0.034190567516217275
8933,33,Female,East,Student,Low,314,Agent,Web,1,1,48289.55375,2,0,3,1,Platinum,Auto,2.0,102.7627523,0.646364812,Bad,0,2013,1,12,26.0,0.019462304728480886
8934,43,Female,East,Self-employed,High,845,Branch,iOS,0,1,42666.30438,0,1,1,1,Basic,Auto,0.0,76.936841,0.430229353,Bad,0,2021,12,4,24.0,0.0
8935,48,Male,South,Salaried,Medium,479,Agent,Android,1,1,34860.78872,2,1,1,0,Silver,Auto,0.0,10.06180683,0.586444868,Bad,0,2019,10,6,15.0,0.0
8936,67,Female,North,Retired,Low,301,Agent,iOS,2,1,17525.66636,2,0,3,1,Gold,Auto,5.0,1.428254396,0.19570973,Good,0,2017,6,8,19.0,3.5007769022123143
8937,18,Other,East,Salaried,Low,450,Online,Web,0,1,37075.62994,2,0,2,0,Gold,Manual,2.0,26.37164539,0.276245851,Bad,1,2020,2,5,13.0,0.07583902977697365
8938,34,Female,West,Student,Medium,409,Agent,iOS,0,1,29934.75812,2,1,0,0,Gold,Manual,3.0,74.68290649,0.803871206,Neutral,0,2016,12,9,22.0,0.04016983458459398
8939,33,Other,North,Retired,Medium,606,Online,Web,1,1,46923.65014,0,0,0,1,Basic,Manual,2.0,76.67583203,0.342588643,Good,0,2016,4,9,22.0,0.026083838245374174
8940,54,Female,East,Student,Medium,696,Online,Web,1,1,25804.84954,0,2,1,0,Basic,Auto,3.0,52.08022147,1.338707215,Bad,0,2021,11,4,13.0,0.05760344167753018
8941,69,Other,South,Salaried,Low,313,Branch,iOS,1,1,86709.29604,0,0,0,0,Basic,Auto,0.0,6.63592083,0.194485195,Neutral,0,2012,5,13,15.0,0.0
8942,27,Female,South,Self-employed,High,572,Branch,iOS,2,1,76181.33261,2,0,2,0,Basic,Manual,3.0,43.25454389,0.408133125,Bad,1,2013,4,12,14.0,0.0693568751442451
8943,55,Female,North,Retired,High,677,Online,Android,0,1,42226.08009,1,1,5,0,Platinum,Auto,4.0,26.49761892,0.291228097,Neutral,1,2011,5,14,12.0,0.15095696002258002
8944,61,Female,West,Salaried,Low,506,Agent,Web,1,1,60313.83452,2,0,0,0,Platinum,Manual,3.0,0.005429404,0.529347481,Bad,0,2011,12,14,18.400753212228622,552.5468357116177
8945,48,Other,North,Retired,Low,546,Agent,iOS,0,1,18909.46993,1,0,1,0,Gold,Auto,6.0,89.08114824,0.281386722,Neutral,1,2018,3,7,14.0,0.06735431815309524
8946,27,Other,East,Student,Low,686,Agent,Android,2,1,48131.763028208115,2,1,0,0,Platinum,Auto,2.0,55.63277661,0.123452066,Good,0,2019,10,6,26.0,0.03595003021367263
8947,66,Female,West,Salaried,Low,374,Online,Web,1,1,53082.77209,3,0,3,0,Platinum,Auto,1.0,7.379334355,0.321312205,Bad,1,2014,5,11,18.0,0.13551357776903442
8948,51,Other,East,Retired,Medium,342,Branch,iOS,0,1,60499.21596,1,0,1,0,Platinum,Auto,2.0,193.3482199,0.080674387,Neutral,0,2015,9,10,13.0,0.010344031101162467
8949,68,Other,West,Salaried,Low,432,Agent,iOS,1,1,48131.763028208115,0,1,3,0,Basic,Auto,3.0,23.1158838,-0.095992716,Good,0,2013,4,12,17.0,0.12978089118098093
8950,69,Male,West,Salaried,Low,730,Online,Android,1,1,2445.892485,1,1,2,0,Platinum,Manual,3.0,35.7490863,0.27646387,Bad,0,2018,4,7,15.0,0.08391822870169412
8951,23,Female,East,Student,Low,735,Branch,iOS,1,1,35994.76382,2,0,4,0,Silver,Auto,5.0,17.03881655,0.085694057,Good,1,2011,5,14,12.0,0.2934476103623523
8952,45,Other,North,Student,Medium,355,Agent,iOS,2,1,80510.70022,0,0,1,0,Silver,Manual,0.0,50.32288132,0.779027596,Neutral,0,2016,4,9,26.0,0.0
8953,45,Other,South,Student,Medium,507,Online,iOS,1,1,70159.88152,0,0,1,1,Silver,Auto,3.0,32.62023736,0.315623323,Good,0,2014,9,11,20.0,0.09196744851644452
8954,30,Other,West,Self-employed,Medium,403,Online,Android,0,1,494.9878694,1,1,0,0,Gold,Manual,2.0,30.71824832,0.472567073,Neutral,0,2016,4,9,16.0,0.06510787917219363
8955,58,Other,West,Retired,Low,763,Branch,Web,1,1,56200.64241,0,0,2,0,Basic,Auto,2.0,42.0728151,0.673708107,Neutral,0,2018,4,7,21.0,0.04753663369675494
8956,29,Male,South,Student,Medium,769,Branch,iOS,2,1,66268.52114,2,2,1,1,Platinum,Auto,4.0,128.7918144,0.927432713,Neutral,0,2017,8,8,19.0,0.031057874435846136
